"","stock","species","broodyear","recruits","spawners"
"1169","Frazer","Sockeye",1999,837895,216565
"1170","Frazer","Sockeye",2000,513223,158044
"1171","Frazer","Sockeye",2001,179884,154349
"1172","Frazer","Sockeye",2002,172132,85317
"1173","Frazer","Sockeye",2003,358435,201679
"1174","Frazer","Sockeye",2004,493234,120664
"1175","Frazer","Sockeye",2005,172376,136948
"1176","Frazer","Sockeye",2006,419569,89516
"1177","Frazer","Sockeye",2007,366046,120186
"1178","Frazer","Sockeye",2008,254560,105363
"1179","Frazer","Sockeye",2009,557797,101845
"1283","Goodnews","Sockeye",1981,71549,46441
"1284","Goodnews","Sockeye",1982,44644,50232
"1285","Goodnews","Sockeye",1983,34308,25008
"1286","Goodnews","Sockeye",1984,32826,30363
"1287","Goodnews","Sockeye",1985,32527,24131
"1288","Goodnews","Sockeye",1986,68721,50181
"1289","Goodnews","Sockeye",1987,36860,28335
"1290","Goodnews","Sockeye",1988,55925,15172
"1291","Goodnews","Sockeye",1989,98355,21186
"1292","Goodnews","Sockeye",1990,53605,31232
"1293","Goodnews","Sockeye",1991,82231,41656
"1294","Goodnews","Sockeye",1992,42203,28074
"1295","Goodnews","Sockeye",1993,57884,24957
"1296","Goodnews","Sockeye",1994,60855,56503
"1297","Goodnews","Sockeye",1995,66174,37776
"1298","Goodnews","Sockeye",1996,33158,64185
"1299","Goodnews","Sockeye",1997,14203,34322
"1300","Goodnews","Sockeye",1998,59196,38493
"1301","Goodnews","Sockeye",1999,50083,49321
"1302","Goodnews","Sockeye",2000,136883,40828
"1303","Goodnews","Sockeye",2001,127072,21194
"1304","Goodnews","Sockeye",2002,100557,21329
"1305","Goodnews","Sockeye",2003,64038,37933
"1306","Goodnews","Sockeye",2004,36411,54035
"1307","Goodnews","Sockeye",2005,62012,118969
"1308","Goodnews","Sockeye",2006,40286,127245
"1309","Goodnews","Sockeye",2007,57909,73768
"1310","Goodnews","Sockeye",2008,27137,43879
"1311","Goodnews","Sockeye",2009,43491,27494
"1394","Igushik","Sockeye",1963,368203,92184
"1395","Igushik","Sockeye",1964,583057,128532
"1396","Igushik","Sockeye",1965,810918,180840
"1397","Igushik","Sockeye",1966,301090,206360
"1398","Igushik","Sockeye",1967,125740,281772
"1399","Igushik","Sockeye",1968,158918,194508
"1400","Igushik","Sockeye",1969,476719,512328
"1401","Igushik","Sockeye",1970,287432,370920
"1402","Igushik","Sockeye",1971,259412,210960
"1403","Igushik","Sockeye",1972,232045,60018
"1404","Igushik","Sockeye",1973,451996,59508
"1405","Igushik","Sockeye",1974,1267125,358752
"1406","Igushik","Sockeye",1975,2810901,241086
"1407","Igushik","Sockeye",1976,1354664,186120
"1408","Igushik","Sockeye",1977,830422,95970
"1409","Igushik","Sockeye",1978,562272,536154
"1410","Igushik","Sockeye",1979,896472,859560
"1411","Igushik","Sockeye",1980,443802,1987530
"1412","Igushik","Sockeye",1981,838643,591144
"1413","Igushik","Sockeye",1982,346605,423768
"1414","Igushik","Sockeye",1983,391102,180438
"1415","Igushik","Sockeye",1984,522950,184872
"1416","Igushik","Sockeye",1985,1138946,212454
"1417","Igushik","Sockeye",1986,1700593,307728
"1418","Igushik","Sockeye",1987,445511,169236
"1419","Igushik","Sockeye",1988,614895,170454
"1420","Igushik","Sockeye",1989,991781,461610
"1421","Igushik","Sockeye",1990,1229493,365802
"1422","Igushik","Sockeye",1991,983936,756126
"1423","Igushik","Sockeye",1992,139558,304920
"1424","Igushik","Sockeye",1993,358172,405564
"1425","Igushik","Sockeye",1994,659949,445920
"1426","Igushik","Sockeye",1995,1278254,473382
"1427","Igushik","Sockeye",1996,886422,400746
"1428","Igushik","Sockeye",1997,99343,127704
"1429","Igushik","Sockeye",1998,536352,215904
"1430","Igushik","Sockeye",1999,362485,445536
"1431","Igushik","Sockeye",2000,767783,413316
"1432","Igushik","Sockeye",2001,490100,409596
"1433","Igushik","Sockeye",2002,495198,123156
"1434","Igushik","Sockeye",2003,2087756,194088
"1435","Igushik","Sockeye",2004,1835269,109650
"1436","Igushik","Sockeye",2005,1579834,365712
"1437","Igushik","Sockeye",2006,1005260,305268
"1438","Igushik","Sockeye",2007,608853,415452
"1439","Igushik","Sockeye",2008,663697,1054704
"1440","Igushik","Sockeye",2009,941765,514188
"1441","Igushik","Sockeye",2010,1715929,518040
"1442","Igushik","Sockeye",2011,2038231,421380
"1443","Igushik","Sockeye",2012,699809.5,193326
"1449","Kasilof","Sockeye",1968,145853,90958
"1450","Kasilof","Sockeye",1969,110918,46964.26415
"1451","Kasilof","Sockeye",1970,168239,38796.56604
"1452","Kasilof","Sockeye",1971,295083,91886.60377
"1453","Kasilof","Sockeye",1972,372640,115486
"1454","Kasilof","Sockeye",1973,341734,40880
"1455","Kasilof","Sockeye",1974,342894,71540
"1456","Kasilof","Sockeye",1975,321499,48884
"1457","Kasilof","Sockeye",1976,691695,142058
"1458","Kasilof","Sockeye",1977,610171,158410
"1459","Kasilof","Sockeye",1978,695680,119165
"1460","Kasilof","Sockeye",1979,783821,155527
"1461","Kasilof","Sockeye",1980,1082721,188314
"1462","Kasilof","Sockeye",1981,1853442,262271
"1463","Kasilof","Sockeye",1982,1287591,184204
"1464","Kasilof","Sockeye",1983,1008307,215730
"1465","Kasilof","Sockeye",1984,766694,238413
"1466","Kasilof","Sockeye",1985,369740,512827
"1467","Kasilof","Sockeye",1986,674251,283054
"1468","Kasilof","Sockeye",1987,887782,256707
"1469","Kasilof","Sockeye",1988,665176,204336
"1470","Kasilof","Sockeye",1989,512384,164952
"1471","Kasilof","Sockeye",1990,501812,147663
"1472","Kasilof","Sockeye",1991,946237,233646
"1473","Kasilof","Sockeye",1992,815918,188819
"1474","Kasilof","Sockeye",1993,521362,151801
"1475","Kasilof","Sockeye",1994,765529,218826
"1476","Kasilof","Sockeye",1995,530599,202428
"1477","Kasilof","Sockeye",1996,751567,264511
"1478","Kasilof","Sockeye",1997,682579,263780
"1479","Kasilof","Sockeye",1998,792308,259045
"1480","Kasilof","Sockeye",1999,1158888,312481
"1481","Kasilof","Sockeye",2000,1388432,263631
"1482","Kasilof","Sockeye",2001,1627667,318735
"1483","Kasilof","Sockeye",2002,1250020,235732
"1484","Kasilof","Sockeye",2003,1560299,353526
"1485","Kasilof","Sockeye",2004,1491094,523653
"1486","Kasilof","Sockeye",2005,878674,360065
"1487","Kasilof","Sockeye",2006,744644,389645
"1488","Kasilof","Sockeye",2007,484384,365184
"1489","Kasilof","Sockeye",2008,873419,327018
"1490","Kasilof","Sockeye",2009,1043697,326283
"1491","Kasilof","Sockeye",2010,1396076,295265
"1498","Kenai","Sockeye",1968,960169,115545
"1499","Kenai","Sockeye",1969,430946,72901.1
"1500","Kenai","Sockeye",1970,550923,101794.4
"1501","Kenai","Sockeye",1971,986397,406713.62
"1502","Kenai","Sockeye",1972,2547850,431058
"1503","Kenai","Sockeye",1973,2125986,507072
"1504","Kenai","Sockeye",1974,788067,209836
"1505","Kenai","Sockeye",1975,1055373,184262
"1506","Kenai","Sockeye",1976,1506013,507440
"1507","Kenai","Sockeye",1977,3112620,951038
"1508","Kenai","Sockeye",1978,3785041,511781
"1509","Kenai","Sockeye",1979,1321038,373810
"1510","Kenai","Sockeye",1980,2673294,615382
"1511","Kenai","Sockeye",1981,2464323,535523
"1512","Kenai","Sockeye",1982,9587701,755672
"1513","Kenai","Sockeye",1983,9486794,792765
"1514","Kenai","Sockeye",1984,3859109,446397
"1515","Kenai","Sockeye",1985,2587922,573836
"1516","Kenai","Sockeye",1986,2165138,555207
"1517","Kenai","Sockeye",1987,10356626,2011772
"1518","Kenai","Sockeye",1988,2546640,1213047
"1519","Kenai","Sockeye",1989,4458679,2026637
"1520","Kenai","Sockeye",1990,1507695,794754
"1521","Kenai","Sockeye",1991,4436075,727159
"1522","Kenai","Sockeye",1992,4271576,1207382
"1523","Kenai","Sockeye",1993,1689779,997730
"1524","Kenai","Sockeye",1994,3052634,1309695
"1525","Kenai","Sockeye",1995,1899870,776880
"1526","Kenai","Sockeye",1996,2261758,963125
"1527","Kenai","Sockeye",1997,3626402,1365746
"1528","Kenai","Sockeye",1998,4465327,929091
"1529","Kenai","Sockeye",1999,5755061,949276
"1530","Kenai","Sockeye",2000,7058345,696899
"1531","Kenai","Sockeye",2001,1698138,738229
"1532","Kenai","Sockeye",2002,3630737,1126642
"1533","Kenai","Sockeye",2003,1922161,1402340
"1534","Kenai","Sockeye",2004,3240425,1690547
"1535","Kenai","Sockeye",2005,4802360,1654003
"1536","Kenai","Sockeye",2006,5003581,1892090
"1537","Kenai","Sockeye",2007,4376403,964261
"1538","Kenai","Sockeye",2008,3377882,708833
"1539","Kenai","Sockeye",2009,3991086,848117
"1540","Kenai","Sockeye",2010,3760264,1038301.979
"1555","Kvichak","Sockeye",1963,1388212,338760
"1556","Kvichak","Sockeye",1964,5763510,957120
"1557","Kvichak","Sockeye",1965,45820685,24325926
"1558","Kvichak","Sockeye",1966,6522057,3755185
"1559","Kvichak","Sockeye",1967,1784044,3216208
"1560","Kvichak","Sockeye",1968,635320,2557440
"1561","Kvichak","Sockeye",1969,5513624,8394204
"1562","Kvichak","Sockeye",1970,15363869,13935306
"1563","Kvichak","Sockeye",1971,2036282,2387392
"1564","Kvichak","Sockeye",1972,3248668,1009962
"1565","Kvichak","Sockeye",1973,2203237,226554
"1566","Kvichak","Sockeye",1974,25784405,4433844
"1567","Kvichak","Sockeye",1975,37439008,13140450
"1568","Kvichak","Sockeye",1976,10716319,1965282
"1569","Kvichak","Sockeye",1977,3089496,1341144
"1570","Kvichak","Sockeye",1978,5055225,4149288
"1571","Kvichak","Sockeye",1979,43049768,11218434
"1572","Kvichak","Sockeye",1980,12597310,17505000
"1573","Kvichak","Sockeye",1981,2048786,1754358
"1574","Kvichak","Sockeye",1982,1509243,1134840
"1575","Kvichak","Sockeye",1983,13775446,3569982
"1576","Kvichak","Sockeye",1984,23287181,10490670
"1577","Kvichak","Sockeye",1985,18314826,7211046
"1578","Kvichak","Sockeye",1986,4114455,1179322
"1579","Kvichak","Sockeye",1987,11648125,6065880
"1580","Kvichak","Sockeye",1988,9205711,4065216
"1581","Kvichak","Sockeye",1989,24800927,8317500
"1582","Kvichak","Sockeye",1990,26298680,6970020
"1583","Kvichak","Sockeye",1991,4637247,4222788
"1584","Kvichak","Sockeye",1992,1875601,4725864
"1585","Kvichak","Sockeye",1993,3130467,4025166
"1586","Kvichak","Sockeye",1994,7303047,8355936
"1587","Kvichak","Sockeye",1995,10636778,10038720
"1588","Kvichak","Sockeye",1996,2260603,1450578
"1589","Kvichak","Sockeye",1997,816236,1503732
"1590","Kvichak","Sockeye",1998,1254496,2296074
"1591","Kvichak","Sockeye",1999,7378777,6196914
"1592","Kvichak","Sockeye",2000,4261655,1827780
"1593","Kvichak","Sockeye",2001,4421261,1095348
"1594","Kvichak","Sockeye",2002,3881248,703884
"1595","Kvichak","Sockeye",2003,4966277,1686804
"1596","Kvichak","Sockeye",2004,10918271,5500134
"1597","Kvichak","Sockeye",2005,9582835,2320332
"1598","Kvichak","Sockeye",2006,8319187,3068226
"1599","Kvichak","Sockeye",2007,12795122,2810208
"1600","Kvichak","Sockeye",2008,6577114,2757912
"1601","Kvichak","Sockeye",2009,12889437,2266140
"1602","Kvichak","Sockeye",2010,25599412,4207410
"1603","Kvichak","Sockeye",2011,7479002,2264352
"1604","Kvichak","Sockeye",2012,11803785,4164444
"1615","Late Karluk","Sockeye",1981,674606,124769
"1616","Late Karluk","Sockeye",1982,463073,41702
"1617","Late Karluk","Sockeye",1983,569696,220795
"1618","Late Karluk","Sockeye",1984,1110595,131846
"1619","Late Karluk","Sockeye",1985,1838229,679260
"1620","Late Karluk","Sockeye",1986,1782159,528415
"1621","Late Karluk","Sockeye",1987,679503,412157
"1622","Late Karluk","Sockeye",1988,511262,282306
"1623","Late Karluk","Sockeye",1989,722861,758893
"1624","Late Karluk","Sockeye",1990,686656,541891
"1625","Late Karluk","Sockeye",1991,674893,831970
"1626","Late Karluk","Sockeye",1992,332667,614262
"1627","Late Karluk","Sockeye",1993,752799,396288
"1628","Late Karluk","Sockeye",1994,976676,587258
"1629","Late Karluk","Sockeye",1995,971944,504977
"1630","Late Karluk","Sockeye",1996,663300,323969
"1631","Late Karluk","Sockeye",1997,1053384,311902
"1632","Late Karluk","Sockeye",1998,1204244,384848
"1633","Late Karluk","Sockeye",1999,911748,589119
"1634","Late Karluk","Sockeye",2000,998246,445393
"1635","Late Karluk","Sockeye",2001,617611,524739
"1636","Late Karluk","Sockeye",2002,411754,408734
"1637","Late Karluk","Sockeye",2003,353076,626854
"1638","Late Karluk","Sockeye",2004,271351,326466
"1639","Late Karluk","Sockeye",2005,168264,498102
"1640","Late Karluk","Sockeye",2006,259730,288007
"1641","Late Karluk","Sockeye",2007,740391,251835
"1642","Late Karluk","Sockeye",2008,768683,164299
"1643","Late Karluk","Sockeye",2009,1089814,277280
"1644","Late Karluk","Sockeye",2010,744377,276649
"1645","Late Karluk","Sockeye",2011,842594.5,230273
"1787","Late Upper Station","Sockeye",1970,157657,36833
"1788","Late Upper Station","Sockeye",1971,105630,95150
"1789","Late Upper Station","Sockeye",1972,156862,68351
"1790","Late Upper Station","Sockeye",1973,112178,67826
"1791","Late Upper Station","Sockeye",1974,463904,251234
"1792","Late Upper Station","Sockeye",1975,184056,74456
"1793","Late Upper Station","Sockeye",1976,251554,48650
"1794","Late Upper Station","Sockeye",1977,446440,49001
"1795","Late Upper Station","Sockeye",1978,614795,38126
"1796","Late Upper Station","Sockeye",1979,621764,134579
"1797","Late Upper Station","Sockeye",1980,314522,77718
"1798","Late Upper Station","Sockeye",1981,700035,118900
"1799","Late Upper Station","Sockeye",1982,1675201,306161
"1800","Late Upper Station","Sockeye",1983,524999,179741
"1801","Late Upper Station","Sockeye",1984,597437,239608
"1802","Late Upper Station","Sockeye",1985,1196704,408409
"1803","Late Upper Station","Sockeye",1986,1056848,367922
"1804","Late Upper Station","Sockeye",1987,360209,156274
"1805","Late Upper Station","Sockeye",1988,271834,247647
"1806","Late Upper Station","Sockeye",1989,613022,221706
"1807","Late Upper Station","Sockeye",1990,473411,198287
"1808","Late Upper Station","Sockeye",1991,1084640,242860
"1809","Late Upper Station","Sockeye",1992,447599,199067
"1810","Late Upper Station","Sockeye",1993,497539,187229
"1811","Late Upper Station","Sockeye",1994,475125,221675
"1812","Late Upper Station","Sockeye",1995,493960,203659
"1813","Late Upper Station","Sockeye",1996,162877,235727
"1814","Late Upper Station","Sockeye",1997,177256,230793
"1815","Late Upper Station","Sockeye",1998,279155,171214
"1816","Late Upper Station","Sockeye",1999,480607,210016
"1817","Late Upper Station","Sockeye",2000,432432,176783
"1818","Late Upper Station","Sockeye",2001,110967,74408
"1819","Late Upper Station","Sockeye",2002,247644,150349
"1820","Late Upper Station","Sockeye",2003,350540,200894
"1821","Late Upper Station","Sockeye",2004,431679,177108
"1822","Late Upper Station","Sockeye",2005,239182,156401
"1823","Late Upper Station","Sockeye",2006,163672,153153
"1824","Late Upper Station","Sockeye",2007,185999,149709
"1825","Late Upper Station","Sockeye",2008,172488,184856
"1826","Late Upper Station","Sockeye",2009,233742,161736
"1827","Late Upper Station","Sockeye",2010,137938,141139
"1910","Naknek","Sockeye",1963,1706833,905358
"1911","Naknek","Sockeye",1964,2223528,1349604
"1912","Naknek","Sockeye",1965,2654766,717798
"1913","Naknek","Sockeye",1966,4205619,1016445
"1914","Naknek","Sockeye",1967,1552165,755640
"1915","Naknek","Sockeye",1968,638309,1023222
"1916","Naknek","Sockeye",1969,2143775,1331202
"1917","Naknek","Sockeye",1970,2535302,732502
"1918","Naknek","Sockeye",1971,4350416,935754
"1919","Naknek","Sockeye",1972,1715201,586518
"1920","Naknek","Sockeye",1973,2742665,356676
"1921","Naknek","Sockeye",1974,2642510,1241058
"1922","Naknek","Sockeye",1975,5195702,2026686
"1923","Naknek","Sockeye",1976,8991727,1320750
"1924","Naknek","Sockeye",1977,3721053,1085856
"1925","Naknek","Sockeye",1978,2788293,813378
"1926","Naknek","Sockeye",1979,3965084,925362
"1927","Naknek","Sockeye",1980,4930471,2644698
"1928","Naknek","Sockeye",1981,4703783,1796220
"1929","Naknek","Sockeye",1982,1849201,1155552
"1930","Naknek","Sockeye",1983,1482522,888294
"1931","Naknek","Sockeye",1984,4489755,1242474
"1932","Naknek","Sockeye",1985,7264385,1849938
"1933","Naknek","Sockeye",1986,12744727,1977645
"1934","Naknek","Sockeye",1987,5533711,1061806
"1935","Naknek","Sockeye",1988,3025868,1037862
"1936","Naknek","Sockeye",1989,3133259,1161984
"1937","Naknek","Sockeye",1990,3997623,2092578
"1938","Naknek","Sockeye",1991,4629235,3578508
"1939","Naknek","Sockeye",1992,1481549,1606650
"1940","Naknek","Sockeye",1993,2704800,1535658
"1941","Naknek","Sockeye",1994,2396217,990810
"1942","Naknek","Sockeye",1995,5927761,1111140
"1943","Naknek","Sockeye",1996,6473139,1078098
"1944","Naknek","Sockeye",1997,3457630,1025664
"1945","Naknek","Sockeye",1998,3869568,1202172
"1946","Naknek","Sockeye",1999,3762434,1625364
"1947","Naknek","Sockeye",2000,9024546,1375488
"1948","Naknek","Sockeye",2001,4633408,1830360
"1949","Naknek","Sockeye",2002,5780185,1263918
"1950","Naknek","Sockeye",2003,12396538,1831170
"1951","Naknek","Sockeye",2004,4303684,1939674
"1952","Naknek","Sockeye",2005,5386591,2744622
"1953","Naknek","Sockeye",2006,4907166,1953228
"1954","Naknek","Sockeye",2007,4634047,2945304
"1955","Naknek","Sockeye",2008,3266702,2472690
"1956","Naknek","Sockeye",2009,1914523,1169466
"1957","Naknek","Sockeye",2010,7431683,1463928
"1958","Naknek","Sockeye",2011,5238277.5,1177074
"1959","Naknek","Sockeye",2012,5940322.75,900312
"1965","Nass (Meziadin)","Sockeye",1972,561335,129525
"1966","Nass (Meziadin)","Sockeye",1973,440927,234627
"1967","Nass (Meziadin)","Sockeye",1974,420000,165259
"1968","Nass (Meziadin)","Sockeye",1975,359441,54095
"1969","Nass (Meziadin)","Sockeye",1976,419035,102430
"1970","Nass (Meziadin)","Sockeye",1977,846576.5,242351
"1971","Nass (Meziadin)","Sockeye",1978,426421,111018
"1972","Nass (Meziadin)","Sockeye",1979,533916,2e+05
"1973","Nass (Meziadin)","Sockeye",1980,451679.5,142000
"1974","Nass (Meziadin)","Sockeye",1981,443606.75,214193
"1975","Nass (Meziadin)","Sockeye",1982,345058.125,250000
"1976","Nass (Meziadin)","Sockeye",1983,393995.4375,170000
"1977","Nass (Meziadin)","Sockeye",1984,168015,140000
"1978","Nass (Meziadin)","Sockeye",1985,308705.2188,288663
"1979","Nass (Meziadin)","Sockeye",1986,561020.6094,115543
"1980","Nass (Meziadin)","Sockeye",1987,1387932,143989
"1981","Nass (Meziadin)","Sockeye",1988,1825747.805,116984
"1982","Nass (Meziadin)","Sockeye",1989,961886.4023,50000
"1983","Nass (Meziadin)","Sockeye",1990,500413,120954
"1984","Nass (Meziadin)","Sockeye",1991,1340554.701,250000
"1985","Nass (Meziadin)","Sockeye",1992,439522.8506,592118
"1986","Nass (Meziadin)","Sockeye",1993,548949,4e+05
"1987","Nass (Meziadin)","Sockeye",1994,709786,158010
"1988","Nass (Meziadin)","Sockeye",1995,592166,205853
"1989","Nass (Meziadin)","Sockeye",1996,307642,182082
"1990","Nass (Meziadin)","Sockeye",1997,794577,158687
"1991","Nass (Meziadin)","Sockeye",1998,1084696,163925
"1992","Nass (Meziadin)","Sockeye",1999,665367,180350
"1993","Nass (Meziadin)","Sockeye",2000,568363,137042
"1994","Nass (Meziadin)","Sockeye",2001,416841,116192
"1995","Nass (Meziadin)","Sockeye",2002,397112,332442
"1996","Nass (Meziadin)","Sockeye",2003,257737,196852
"1997","Nass (Meziadin)","Sockeye",2004,396976,140923
"1998","Nass (Meziadin)","Sockeye",2005,330496.5,142858
"1999","Nass (Meziadin)","Sockeye",2006,343371.75,146954
"2000","Nass (Meziadin)","Sockeye",2007,351328,104308
